           N LOWER =  3  N UPPER= 24  WAVELENGTH (angstroms)=  8336.12
                electronic density(1/cm**3)       3.162E+10
                conversion factor for wlengths=f0 1.251E-02
                wings factor                  =   1.268E+01

T(K)                2.500E+03                5.000E+03                1.000E+04
RO/Debye            1.010E-01                7.143E-02                5.051E-02
width Stark         1.447E+01                1.395E+01                1.336E+01
width incl.Dop.     2.015E+01                2.354E+01                2.980E+01

  0.000E+00  2.090E-02 ( 2.713E-02 )  1.811E-02 ( 2.814E-02 )  1.484E-02 ( 2.941E-02 )
  3.981E-02  2.090E-02 ( 2.713E-02 )  1.811E-02 ( 2.814E-02 )  1.484E-02 ( 2.941E-02 )
  6.310E-02  2.090E-02 ( 2.713E-02 )  1.811E-02 ( 2.813E-02 )  1.484E-02 ( 2.941E-02 )
  1.000E-01  2.090E-02 ( 2.712E-02 )  1.811E-02 ( 2.813E-02 )  1.484E-02 ( 2.940E-02 )
  1.585E-01  2.090E-02 ( 2.712E-02 )  1.811E-02 ( 2.813E-02 )  1.484E-02 ( 2.940E-02 )
  2.512E-01  2.090E-02 ( 2.712E-02 )  1.810E-02 ( 2.812E-02 )  1.484E-02 ( 2.939E-02 )
  3.981E-01  2.089E-02 ( 2.711E-02 )  1.810E-02 ( 2.811E-02 )  1.484E-02 ( 2.938E-02 )
  6.310E-01  2.089E-02 ( 2.709E-02 )  1.810E-02 ( 2.809E-02 )  1.484E-02 ( 2.936E-02 )
  1.000E+00  2.086E-02 ( 2.704E-02 )  1.808E-02 ( 2.804E-02 )  1.483E-02 ( 2.929E-02 )
  1.585E+00  2.080E-02 ( 2.690E-02 )  1.805E-02 ( 2.789E-02 )  1.481E-02 ( 2.911E-02 )
  2.512E+00  2.065E-02 ( 2.655E-02 )  1.796E-02 ( 2.750E-02 )  1.476E-02 ( 2.865E-02 )
  3.981E+00  2.029E-02 ( 2.570E-02 )  1.773E-02 ( 2.652E-02 )  1.465E-02 ( 2.752E-02 )
  6.310E+00  1.940E-02 ( 2.364E-02 )  1.718E-02 ( 2.418E-02 )  1.436E-02 ( 2.483E-02 )
  1.000E+01  1.737E-02 ( 1.912E-02 )  1.588E-02 ( 1.921E-02 )  1.366E-02 ( 1.932E-02 )
  1.585E+01  1.327E-02 ( 1.185E-02 )  1.308E-02 ( 1.159E-02 )  1.206E-02 ( 1.128E-02 )
  2.512E+01  7.192E-03 ( 5.064E-03 )  8.223E-03 ( 4.840E-03 )  8.881E-03 ( 4.580E-03 )
  3.981E+01  2.277E-03 ( 1.629E-03 )  3.009E-03 ( 1.550E-03 )  4.292E-03 ( 1.456E-03 )
  6.310E+01  5.535E-04 ( 4.805E-04 )  6.394E-04 ( 4.622E-04 )  9.740E-04 ( 4.377E-04 )
  1.000E+02  1.507E-04 ( 1.433E-04 )  1.553E-04 ( 1.398E-04 )  1.705E-04 ( 1.342E-04 )
  1.585E+02  4.384E-05 ( 4.300E-05 )  4.473E-05 ( 4.308E-05 )  4.536E-05 ( 4.199E-05 )
  2.512E+02  1.308E-05 ( 1.298E-05 )  1.341E-05 ( 1.321E-05 )  1.348E-05 ( 1.309E-05 )
  3.981E+02  4.063E-06 ( 4.051E-06 )  4.075E-06 ( 4.051E-06 )  4.099E-06 ( 4.051E-06 )
  6.310E+02  1.278E-06 ( 1.277E-06 )  1.279E-06 ( 1.277E-06 )  1.282E-06 ( 1.277E-06 )
  1.000E+03  4.035E-07 ( 4.033E-07 )  4.036E-07 ( 4.033E-07 )  4.040E-07 ( 4.033E-07 )
  1.585E+03  1.277E-07 ( 1.277E-07 )  1.277E-07 ( 1.277E-07 )  1.277E-07 ( 1.277E-07 )
  2.512E+03  4.048E-08 ( 4.048E-08 )  4.048E-08 ( 4.048E-08 )  4.049E-08 ( 4.048E-08 )
  3.981E+03  1.286E-08 ( 1.286E-08 )  1.286E-08 ( 1.286E-08 )  1.286E-08 ( 1.286E-08 )
  6.310E+03  4.029E-09 ( 4.029E-09 )  4.100E-09 ( 4.100E-09 )  4.100E-09 ( 4.100E-09 )
  1.000E+04  1.278E-09 ( 1.278E-09 )  1.278E-09 ( 1.278E-09 )  1.313E-09 ( 1.313E-09 )
  1.585E+04                           4.058E-10 ( 4.058E-10 )  4.058E-10 ( 4.058E-10 )
  2.512E+04                                                    1.292E-10 ( 1.292E-10 )

T(K)                1.995E+04                3.981E+04                7.943E+04
RO/Debye            3.576E-02                2.531E-02                1.792E-02
width Stark         1.276E+01                1.214E+01                1.149E+01
width incl.Dop.     3.825E+01                5.188E+01                7.133E+01

  0.000E+00  1.162E-02 ( 3.084E-02 )  8.768E-03 ( 3.241E-02 )  6.458E-03 ( 3.412E-02 )
  6.310E-02  1.162E-02 ( 3.083E-02 )  8.768E-03 ( 3.240E-02 )  6.458E-03 ( 3.410E-02 )
  1.000E-01  1.162E-02 ( 3.082E-02 )  8.768E-03 ( 3.239E-02 )  6.458E-03 ( 3.409E-02 )
  1.585E-01  1.162E-02 ( 3.082E-02 )  8.768E-03 ( 3.238E-02 )  6.458E-03 ( 3.408E-02 )
  2.512E-01  1.162E-02 ( 3.080E-02 )  8.768E-03 ( 3.236E-02 )  6.458E-03 ( 3.406E-02 )
